 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,22,10,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,58,4,2936,0,50, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,58,10,0,0,45, >50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Female, United-States,24,9,0,0,48, <=50K
 Some-college, Divorced, Prof-specialty, Unmarried, Female, United-States,34,10,0,0,6, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Female, United-States,33,14,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,33,9,0,0,60, <=50K
 11th, Never-married, Other-service, Own-child, Female, United-States,17,7,0,0,15, <=50K
 Bachelors, Married-civ-spouse, Sales, Other-relative, Male, United-States,27,13,0,0,40, >50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,20,10,0,0,20, <=50K
 Bachelors, Divorced, Prof-specialty, Unmarried, Female, United-States,52,13,0,1755,40, >50K
 7th-8th, Divorced, Transport-moving, Not-in-family, Male, United-States,30,4,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,22,13,0,0,40, <=50K
 Assoc-acdm, Never-married, Other-service, Not-in-family, Female, United-States,20,12,0,0,40, <=50K
 5th-6th, Divorced, Other-service, Not-in-family, Female, ?,64,3,0,0,45, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,49,14,15024,0,50, >50K
 Bachelors, Divorced, Other-service, Not-in-family, Female, ?,38,13,0,0,60, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,46,9,0,0,80, >50K
 10th, Never-married, Other-service, Own-child, Male, United-States,17,6,0,0,20, <=50K
 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,45,2,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Own-child, Female, United-States,27,13,0,0,40, <=50K
 Assoc-voc, Divorced, Sales, Unmarried, Female, United-States,45,11,0,0,30, <=50K
 HS-grad, Divorced, Exec-managerial, Not-in-family, Male, United-States,26,9,0,0,78, >50K
 Assoc-acdm, Never-married, Adm-clerical, Own-child, Female, United-States,23,12,0,1974,20, <=50K
 Bachelors, Divorced, Prof-specialty, Unmarried, Male, United-States,44,13,0,0,45, <=50K
 Bachelors, Divorced, Exec-managerial, Not-in-family, Male, United-States,36,13,0,1741,40, <=50K
 9th, Never-married, Exec-managerial, Not-in-family, Female, United-States,35,5,0,0,40, <=50K
 HS-grad, Married-civ-spouse, ?, Wife, Female, United-States,24,9,0,0,40, <=50K
 Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Female, United-States,56,13,0,0,40, <=50K
 Masters, Divorced, Tech-support, Not-in-family, Male, United-States,47,14,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,32,13,0,0,50, >50K
 Bachelors, Never-married, Exec-managerial, Own-child, Female, United-States,29,13,3325,0,10, <=50K
 Assoc-acdm, Married-spouse-absent, ?, Not-in-family, Female, United-States,55,12,0,0,5, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,35,13,0,0,50, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,9,0,0,68, <=50K
 Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,36,11,3908,0,75, <=50K
 HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,33,9,0,0,45, <=50K
 HS-grad, Divorced, Transport-moving, Not-in-family, Male, United-States,34,9,0,0,50, <=50K
 Some-college, Never-married, Handlers-cleaners, Own-child, Male, United-States,24,10,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,25,9,0,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,31,9,0,0,45, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,38,11,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, Mexico,30,13,0,0,40, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,35,9,0,0,32, <=50K
 Bachelors, Divorced, ?, Not-in-family, Female, United-States,67,13,0,0,60, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,34,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,46,9,0,0,40, <=50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,19,10,0,0,16, <=50K
 Assoc-acdm, Never-married, Other-service, Own-child, Female, United-States,26,12,0,0,15, <=50K
 Some-college, Never-married, Prof-specialty, Not-in-family, Male, United-States,28,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,47,10,0,0,40, <=50K
 Masters, Married-civ-spouse, Adm-clerical, Husband, Male, Italy,49,14,0,0,40, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,33,15,0,1887,40, >50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,44,13,0,0,40, >50K
 HS-grad, Never-married, Priv-house-serv, Own-child, Female, Guatemala,30,9,0,0,40, <=50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,18,10,0,0,16, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,60,9,3103,0,60, >50K
 Masters, Never-married, Exec-managerial, Not-in-family, Male, United-States,44,14,14084,0,56, >50K
 Prof-school, Married-civ-spouse, ?, Husband, Male, United-States,81,15,0,0,24, >50K
 Some-college, Never-married, Other-service, Not-in-family, Female, United-States,43,10,0,0,40, <=50K
 12th, Never-married, Farming-fishing, Not-in-family, Male, United-States,35,8,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,58,9,0,0,72, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, India,32,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,40,9,0,0,35, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,32,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,21,10,0,1721,35, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, Mexico,44,9,0,0,25, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,33,13,0,1902,45, >50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,25,10,0,0,40, <=50K
 HS-grad, Divorced, Machine-op-inspct, Not-in-family, Male, United-States,42,9,0,0,40, <=50K
 HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,27,9,0,0,40, <=50K
 10th, Married-civ-spouse, ?, Husband, Male, United-States,62,6,0,0,40, <=50K
 HS-grad, Never-married, Sales, Not-in-family, Male, ?,31,9,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Other-relative, Female, United-States,33,13,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,50,10,0,0,55, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,50,14,7688,0,50, >50K
 Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,46,11,0,0,60, <=50K
 Assoc-acdm, Never-married, Other-service, Unmarried, Female, United-States,22,12,0,0,35, <=50K
 Prof-school, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,66,15,20051,0,55, >50K
 HS-grad, Never-married, Other-service, Unmarried, Female, United-States,52,9,0,0,45, <=50K
 1st-4th, Widowed, Craft-repair, Other-relative, Female, Columbia,57,2,0,1602,45, <=50K
 Assoc-voc, Divorced, Farming-fishing, Not-in-family, Male, United-States,41,11,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,42,9,0,1579,42, <=50K
 12th, Never-married, Other-service, Other-relative, Female, United-States,19,8,0,0,30, <=50K
 Bachelors, Divorced, Exec-managerial, Unmarried, Female, United-States,45,13,0,0,60, <=50K
 12th, Married-civ-spouse, Other-service, Husband, Male, United-States,51,8,0,0,99, <=50K
 Assoc-acdm, Divorced, ?, Unmarried, Female, United-States,69,12,0,0,1, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,45,13,0,0,30, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,48,10,0,0,50, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,60,10,7298,0,40, >50K
 HS-grad, Never-married, Sales, Own-child, Female, United-States,42,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,19,10,0,0,10, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,39,9,0,0,70, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,46,9,0,0,50, >50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,58,9,3908,0,40, <=50K
 Some-college, Divorced, Prof-specialty, Unmarried, Female, United-States,36,10,0,0,45, <=50K
 HS-grad, Never-married, Craft-repair, Unmarried, Male, United-States,21,9,0,0,35, <=50K
 Prof-school, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,41,15,0,0,40, >50K
 11th, Never-married, Other-service, Own-child, Female, United-States,17,7,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,29,9,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,52,10,0,0,60, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, Mexico,33,12,0,0,40, <=50K
 Masters, Never-married, Exec-managerial, Unmarried, Female, United-States,38,14,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,42,13,0,0,40, >50K
 Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,24,12,0,0,30, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,59,10,0,0,60, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,36,13,0,2415,45, >50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,54,10,7688,0,40, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,39,13,15024,0,50, >50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,9,0,0,96, <=50K
 Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,54,13,0,0,50, <=50K
 Assoc-acdm, Married-spouse-absent, Craft-repair, Other-relative, Female, ?,26,12,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,50,9,0,0,40, >50K
 Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, United-States,42,11,0,0,45, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,48,13,7688,0,40, >50K
 Bachelors, Widowed, Other-service, Not-in-family, Female, United-States,31,13,0,0,30, <=50K
 HS-grad, Never-married, Prof-specialty, Not-in-family, Female, United-States,56,9,0,0,45, <=50K
 Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,28,12,0,0,40, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,34,9,0,0,45, >50K
 HS-grad, Never-married, Transport-moving, Not-in-family, Female, United-States,28,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, ?,41,13,0,0,40, >50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,44,10,0,1887,60, >50K
 Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,34,12,0,0,65, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,26,14,0,0,55, >50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,37,13,0,2824,40, >50K
 Some-college, Married-civ-spouse, ?, Husband, Male, United-States,64,10,3411,0,15, <=50K
 Assoc-voc, Divorced, Adm-clerical, Unmarried, Female, United-States,25,11,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,48,10,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,47,10,0,0,40, <=50K
 11th, Never-married, Other-service, Other-relative, Female, United-States,17,7,0,0,20, <=50K
 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,44,3,0,0,40, <=50K
 Some-college, Divorced, Transport-moving, Not-in-family, Female, United-States,46,10,0,0,40, <=50K
 Bachelors, Divorced, ?, Not-in-family, Male, United-States,32,13,0,0,50, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,10,0,0,40, <=50K
 Bachelors, Divorced, Sales, Not-in-family, Male, United-States,33,13,0,0,50, >50K
 HS-grad, Divorced, Other-service, Not-in-family, Female, United-States,61,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,47,13,0,0,40, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,35,13,8614,0,45, >50K
 10th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,62,6,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,62,13,0,0,40, <=50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,38,15,99999,0,60, >50K
 Some-college, Never-married, ?, Own-child, Female, United-States,19,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,33,13,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,39,13,0,0,42, <=50K
 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,17,7,0,0,10, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,58,10,0,0,40, <=50K
 Bachelors, Separated, Prof-specialty, Not-in-family, Female, United-States,35,13,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,34,9,4064,0,50, <=50K
 7th-8th, Divorced, ?, Unmarried, Female, United-States,55,4,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,10,0,0,40, <=50K
 HS-grad, Never-married, Sales, Own-child, Male, United-States,19,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,41,9,0,0,40, <=50K
 HS-grad, Divorced, Other-service, Unmarried, Female, United-States,24,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, ?, Husband, Male, United-States,52,9,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,48,13,0,0,40, <=50K
 Some-college, Divorced, Prof-specialty, Not-in-family, Female, United-States,32,10,0,0,30, <=50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,47,9,0,0,35, <=50K
 Prof-school, Married-civ-spouse, Sales, Wife, Female, United-States,38,15,0,0,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,18,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,25,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,36,13,0,0,32, >50K
 Assoc-voc, Divorced, Prof-specialty, Not-in-family, Female, United-States,40,11,0,0,20, <=50K
 11th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,56,7,0,0,20, <=50K
 Assoc-voc, Divorced, Prof-specialty, Unmarried, Female, United-States,50,11,0,0,40, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,55,9,6418,0,50, >50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,32,9,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,11,0,0,43, >50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,28,10,0,0,52, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,53,10,0,0,55, <=50K
 Assoc-voc, Married-civ-spouse, ?, Wife, Female, United-States,26,11,0,0,40, <=50K
 Bachelors, Separated, Prof-specialty, Unmarried, Female, United-States,60,13,5455,0,55, <=50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,21,10,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,29,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,73,10,0,2174,50, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,43,13,0,0,45, >50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,45,10,0,0,45, <=50K
 9th, Married-civ-spouse, ?, Wife, Female, United-States,35,5,0,0,35, <=50K
 HS-grad, Divorced, Prof-specialty, Own-child, Female, United-States,36,9,0,0,40, >50K
 HS-grad, Never-married, Sales, Other-relative, Female, United-States,25,9,0,0,50, <=50K
 Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,38,10,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,30,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,49,10,7298,0,40, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,27,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,64,10,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,41,9,0,0,45, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,37,13,0,1887,47, >50K
 5th-6th, Separated, Machine-op-inspct, Unmarried, Female, Mexico,51,3,0,0,40, <=50K
 Some-college, Divorced, Prof-specialty, Unmarried, Female, United-States,35,10,7443,0,40, <=50K
 1st-4th, Married-civ-spouse, Other-service, Husband, Male, Mexico,61,2,0,0,40, <=50K
 7th-8th, Divorced, Priv-house-serv, Own-child, Female, United-States,52,4,0,0,16, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,40,12,0,0,60, >50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,20,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,52,14,0,0,40, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,50,10,0,0,40, >50K
 Bachelors, Divorced, Exec-managerial, Unmarried, Female, United-States,49,13,0,0,40, >50K
 Bachelors, Never-married, Prof-specialty, Unmarried, Female, United-States,36,13,0,0,40, <=50K
 Masters, Never-married, Exec-managerial, Unmarried, Male, United-States,33,14,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,40,9,0,0,50, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,45,13,0,0,50, >50K
 Some-college, Never-married, Craft-repair, Own-child, Female, United-States,22,10,0,0,35, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,47,14,0,0,2, >50K
 HS-grad, Never-married, Sales, Not-in-family, Male, United-States,24,9,0,0,30, <=50K
 Some-college, Never-married, Sales, Not-in-family, Female, United-States,19,10,0,0,30, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Female, United-States,40,9,0,0,40, <=50K
 Some-college, Never-married, Tech-support, Not-in-family, Female, United-States,40,10,0,0,50, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,54,9,15024,0,50, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,43,15,0,0,35, >50K
 Bachelors, Married-civ-spouse, Transport-moving, Husband, Male, Cuba,63,13,0,0,40, <=50K
 11th, Never-married, Other-service, Own-child, Female, United-States,18,7,0,0,20, <=50K
 1st-4th, Never-married, Machine-op-inspct, Other-relative, Male, Mexico,19,2,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,49,9,0,0,45, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,27,14,0,0,45, >50K
 Masters, Divorced, Exec-managerial, Not-in-family, Female, United-States,49,14,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,60,9,0,0,50, <=50K
 HS-grad, Married-civ-spouse, ?, Husband, Male, United-States,71,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,34,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,29,13,0,0,46, >50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,30,10,0,0,44, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,46,9,0,0,17, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,11,0,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,25,9,0,0,75, <=50K
 Masters, Never-married, Prof-specialty, Unmarried, Male, ?,25,14,0,0,45, <=50K
 Some-college, Married-AF-spouse, Other-service, Wife, Female, United-States,22,10,0,0,40, >50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,32,10,0,0,50, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,40,16,0,0,30, >50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,51,14,27828,0,40, >50K
 HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,20,9,0,0,30, <=50K
 HS-grad, Divorced, Exec-managerial, Not-in-family, Female, United-States,34,9,0,0,48, <=50K
 Some-college, Never-married, Exec-managerial, Not-in-family, Male, United-States,40,10,0,0,50, <=50K
 Assoc-voc, Never-married, Adm-clerical, Unmarried, Female, United-States,34,11,0,0,40, <=50K
 10th, Never-married, Handlers-cleaners, Own-child, Male, United-States,19,6,0,0,25, <=50K
 10th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,53,6,0,0,40, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,42,10,0,0,40, >50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,38,14,0,0,65, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,9,0,0,60, >50K
 Prof-school, Married-civ-spouse, ?, Husband, Male, United-States,64,15,0,0,16, <=50K
 Some-college, Never-married, Prof-specialty, Not-in-family, Male, United-States,30,10,0,0,40, <=50K
 11th, Married-civ-spouse, Farming-fishing, Own-child, Male, Mexico,20,7,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,19,9,0,0,30, <=50K
 HS-grad, Never-married, Sales, Other-relative, Male, United-States,20,9,0,0,60, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,35,13,0,0,45, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,33,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,43,10,0,1902,15, >50K
 Some-college, Divorced, Exec-managerial, Unmarried, Female, United-States,38,10,0,0,38, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,50,10,0,0,30, <=50K
 HS-grad, Divorced, Other-service, Own-child, Female, United-States,23,9,0,0,10, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,30,10,0,0,10, <=50K
 Bachelors, Separated, Exec-managerial, Unmarried, Female, United-States,33,13,0,0,40, <=50K
 HS-grad, Divorced, Machine-op-inspct, Not-in-family, Male, United-States,48,9,0,0,40, <=50K
 Bachelors, Divorced, Prof-specialty, Unmarried, Female, Outlying-US(Guam-USVI-etc),43,13,0,0,24, <=50K
 Some-college, Never-married, Tech-support, Not-in-family, Male, Philippines,33,10,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,50,14,0,0,45, >50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,23,10,0,0,40, >50K
 Some-college, Divorced, Handlers-cleaners, Not-in-family, Male, United-States,36,10,0,0,50, <=50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,50,9,0,0,46, <=50K
 HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,26,9,0,0,20, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,55,14,0,2267,40, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,37,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,43,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,38,10,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Male, Mexico,42,4,0,0,30, <=50K
 Doctorate, Married-civ-spouse, Transport-moving, Husband, Male, United-States,47,16,0,2002,45, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,44,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,28,9,0,0,40, <=50K
 Some-college, Widowed, Adm-clerical, Not-in-family, Female, United-States,51,10,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,49,13,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,62,16,15024,0,50, >50K
 Some-college, Never-married, Adm-clerical, Unmarried, Female, United-States,31,10,0,0,40, <=50K
 11th, Married-civ-spouse, Handlers-cleaners, Wife, Female, Philippines,29,7,2829,0,14, <=50K
 Some-college, Never-married, Farming-fishing, Not-in-family, Male, United-States,23,10,0,0,30, <=50K
 Some-college, Divorced, Sales, Not-in-family, Female, United-States,40,10,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,66,4,0,0,50, <=50K
 11th, Never-married, Other-service, Not-in-family, Female, United-States,17,7,0,0,20, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,10,0,0,40, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,69,15,0,0,3, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,23,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,38,9,0,0,42, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,9,0,0,40, <=50K
 Some-college, Divorced, Sales, Not-in-family, Female, United-States,38,10,0,0,40, <=50K
 9th, Married-civ-spouse, Farming-fishing, Husband, Male, Mexico,38,5,0,0,54, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,37,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,37,9,0,0,50, >50K
 9th, Never-married, Farming-fishing, Unmarried, Male, United-States,23,5,0,0,70, <=50K
 10th, Never-married, Other-service, Own-child, Female, United-States,17,6,0,0,15, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,48,13,0,0,35, <=50K
 11th, Never-married, Adm-clerical, Own-child, Female, United-States,17,7,0,0,23, <=50K
